Description,Price,Old Price,Reviews
"Samsung Galaxy A06 6.7"" Display, 128GB ROM + 4GB RAM (Dual Sim)50MP Camera,4G Nertwork, 5000mAh -black + Free gifts","KSh 1,700","KSh 19,999",5 out of 5
"Samsung GALAXY A55 5G,6.6"" INCHES,SUPER AMOLED DISPLAY,(8GB RAM/256GB ROM)5000MAH,50MP,ANDROID 14,120HZ,25W CHARGER,","KSh 36,999","KSh 20,000",4 out of 5
"Vivo V40 Lite-  6.67,-  8GB + 256 GB ROM -(Dual SIM) -5000 MAh- Titanium Silver- (2YRs WRTY)","KSh 16,989","KSh 90,000",1 out of 5
"Infinix NOTE 30 PRO, 256ROM+8GB RAM, DISPLAY 6.78"" FHD+ 5000MA,GD,+ALL QUALITY GTS /CY/","KSh 12,050","KSh 23,999",1 out of 5
"Itel A50 6.6 Display, upto 6GB RAM+64GB Storage,5000mAh Battery+SPEAKER+POWERBANK","KSh 10,499","KSh 40,000",5 out of 5
"Bontel L800 1.77"" Powerbank Option ( Button Phone) + Earphones","KSh 14,998","KSh 25,000",3 out of 5
"Realme C51 6.74'', 4GB RAM + 128GB, Dual Sim, 50MP, 5000mAh - Green + Smart Watch & Power Bank","KSh 4,810","KSh 35,999",4.1 out of 5
"Oale The New arrival s23plus 6.52""HD Water drop screen 32GB stroke 3RAM fingerprint unlock 8mp back and 5mp front camera 4050mAh Battery Trio slot Design","KSh 8,985","KSh 2,500",4 out of 5
"Nokia 5310 2.4inch,1200mAh,Dual Sim-Black (1YR WRTY)","KSh 4,599","KSh 79,998",3.5 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Blue + Smartwatch","KSh 15,999","KSh 14,699",5 out of 5
"Vivo V29 5G - 6.78'', 12GB RAM + 256GB ROM - (Dual SIM) - 4600mAh - Noble Black (2YRs WRTY)","KSh 13,699","KSh 2,000",5 out of 5
"Nokia 150 2.4""' Display, Dual Sim, FM Radio And MP3 Camera, 1020mAh- Cyan",KSh 989,"KSh 20,000",4.3 out of 5
"Bontel 1.77 Inch Screen display with Big Battery,0.08MP, MP3, MP4, Wireless FM, Powerful Speaker with dual","KSh 54,499","KSh 22,000",2 out of 5
Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM Black+FREE PHONE --Lii,"KSh 13,799","KSh 18,000",4 out of 5
"Samsung GALAXY A05S,6.7"" INCHES,PLS LCD DISPLAY,(64GB ROM+ 4GB RAM)5000MAH BATTERY,4G,50MP,BLACK","KSh 7,888","KSh 2,380",5 out of 5
"Apple iPhone 14, 128GB + 6GB RAM (Single SIM), Midnight","KSh 22,999","KSh 89,990",3.2 out of 5
"Realme  C51 6.74'', 4GB RAM + 128GB ROM, Dual Sim, 50MP, 5000mAh - Black + Power Bank  & Smart Watch","KSh 12,599","KSh 9,000",3.5 out of 5
"Tecno  Camon 30, 6.78"" Display, 256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh+CN","KSh 2,000","KSh 30,000",4.6 out of 5
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  MAGNIFIER SPORT,"KSh 13,290","KSh 10,999",5 out of 5
"Samsung GALAXY A16, 5G 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh  COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU","KSh 1,500","KSh 58,999 - KSh 64,999",5 out of 5
"Bontel 3720 Flip Phone, 1.77'' Display, FM Radio , Flash Torch-","KSh 19,899","KSh 2,000",5 out of 5
"Sandisk Cruzer Blade 8GB, 16GB, 32GB, 64GB, 128GB USB 2.0 Flash DriveSanDisk 100% Original CZ50 USB Flash Cruzer Blade USB 128GB Flash Drive Usb2.0 USB Flash Disk Pendrive Memory Stick Memory, (1YR WRTY)","KSh 15,699","KSh 66,900",2 out of 5
"Vivo V29 5G - 6.78'', 12GB RAM + 256GB ROM - (Dual SIM) - 4600mAh - Noble Black (2YRs WRTY)","KSh 16,499","KSh 25,000",2.8 out of 5
"Realme Note 50, 6.7"", 256GB + 4GB RAM (Dual SIM), 5000mAh, Black","KSh 14,599","KSh 9,086 - KSh 10,957",5 out of 5
"VILLAON V110, 1.77"" Kabambe, Wireless FM, Camera, Bright Touch, Facebook, 1000mAh (Dual Sim) + I12 Pods -Black","KSh 9,930","KSh 25,000",3.4 out of 5
"Samsung  GALAXY A05,6.7"" INCHES DISPLAY,4GB RAM/128GB ROM,5000MAH,50MP CAMERA,DUAL SIM,+FREE GIFTS","KSh 599 - KSh 1,799","KSh 3,887",3.2 out of 5
"XIAOMI REDMI 14C,6.88"" INCHES,8GB RAM & 256GB ROM,BUDS,POWERBANK & WATCH,SPLY""","KSh 14,999","KSh 9,999",3.7 out of 5
"Infinix  Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired LLL","KSh 9,900","KSh 19,000",5 out of 5
"Bontel L800 1.77"" Powerbank Option ( Button Phone) + Earphones","KSh 1,189","KSh 27,999",5 out of 5
"Samsung Galaxy S22 Ultra 6.8"" 5G 128GB Smartphones - Burgundy","KSh 15,700","KSh 5,000",5 out of 5
"VILLAON V20SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim LKJ","KSh 10,495","KSh 30,000",3.4 out of 5
"Samsung GALAXY A05s,PLS LCD,90HZ,DUAL SIM,5000MAH,ANDROID 13,50MP,CHARGER & WATCH","KSh 11,450","KSh 2,399",5 out of 5
"Nokia C1 2nd Edition, 5.45"" - 16GB + 1GB (Dual Sim) 2500 MAh + SMART WATCH & AIRPODS","KSh 4,599","KSh 22,999",5 out of 5
"Samsung Galaxy Note 20 Note20  5G 128G 108MP Single SIM 6.9"" Smartphones","KSh 4,610 - KSh 4,944","KSh 15,000",4.6 out of 5
"VILLAON V110, 177"" Kabambe, Wireless FM, Camera, Bright Touch, Facebook, 1000mAh (Dual Sim) + Web watch -Black","KSh 17,299","KSh 22,999",3.2 out of 5
"Samsung Galaxy Note 10 6.3"" 256GB 8GB Note10 Smartphones - Aura Glow","KSh 22,999","KSh 39,999",4.2 out of 5
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  CV SPP,"KSh 11,999","KSh 9,000",3.8 out of 5
Oppo A57/ F1 Gold 99% New Discounted Price Official Smart Phone 3GB+32GB 5.5inch Mobiles Android Phones  Mobile Phones  Cheap Phones Free Accessories,"KSh 6,116","KSh 49,999",4 out of 5
XIAOMI Redmi 14C 6.88'' 4GB 128GB Android 14 Dual SIM +SMARTWATCH BUDS,"KSh 29,799","KSh 17,999",1 out of 5
Smart Phone S24 Ultra6.8 Inch 16 1TB All-in-One Machine,"KSh 13,690","KSh 17,999",4.3 out of 5
"SIMI G420 4G Feature Phone Inclusive Of TikTok YouTube, Facebook, FM Radio, Dual SIM Card Holder + T-card BT 2500mAh 16MB+16MB Memory - Black","KSh 1,950","KSh 12,800",4 out of 5
VILLAON v20SE5.0 SCREEN DISPLAY3000MAH BATTERY4GB +32GB STORAGE Comes with free gifts (AIRPODS + POWERBANK + SMARTWATCH )),"KSh 4,730","KSh 19,500",4.8 out of 5
"Realme NOTE 50  6.74 display,4GB RAM +128GB ROM DUAL SIM 5000 MAH +COVER SPEAKER","KSh 14,250","KSh 20,000",3.5 out of 5
"Nokia 106 DUAL SIM 1.77"". BLACK","KSh 12,599","KSh 7,999",4 out of 5
"Nokia 5310 2.4inch,1200mAh,Dual Sim-Black (1YR WRTY)","KSh 14,950","KSh 15,999",3.8 out of 5
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB, 50MP (Dual SIM), 5000mAh, Black + Cover","KSh 52,000","KSh 20,000",5 out of 5
"VILLAON V20,,SEDUAL SIM3000MAH BATTERY(REMOVABLE)4+32GB STORAGEFREE COVERBLUE","KSh 36,999","KSh 22,000",3.7 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM,, SPP2","KSh 25,999","KSh 43,998",5 out of 5
"Samsung SM-B315E, 2.0inch, 800mAh, Dual Sim-WHITE","KSh 9,790","KSh 23,999",4.5 out of 5
"Realme C51 6.74'', 4GB RAM + 128GB, Dual Sim, 50MP, 5000mAh - Green + Smart Watch & Power Bank","KSh 1,520","KSh 190,000",4 out of 5
"Itel A70,6.66 display upto 8GB RAM + 128GB ROM 8MP 5000mAh,+BUDS","KSh 14,250","KSh 49,999",4 out of 5
"Samsung  Galaxy A05S, 6.7"", 4GB RAM + 64GB ROM, 50MP, 5000mAh - Black + Smart watch & Earpods","KSh 7,000","KSh 50,000",3.7 out of 5
"Tecno Spark 20 Pro Plus, 6.78"" AMOLED, 256GB + 8GB RAM (8GB RAM Extended) 108MP, 5000mAh Dual Sim + FREEBIES","KSh 6,499","KSh 48,999",5 out of 5
"VILLAON V20SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim - Dark Blue","KSh 23,499","KSh 12,773",4.6 out of 5
"Tecno CAMON 20 Pro, 6.67"", 256GB + 8GB RAM, 64MP, (Dual SIM), 5000mAh - Black","KSh 39,499","KSh 25,999",4.5 out of 5
"Infinix Hot 50i 4G""6.7-inch, 6GB RAM+128GB ROM' Battery: 5000mAh( Titanium Grey)","KSh 2,250","KSh 37,000",4.3 out of 5
"XIAOMI Redmi 14C, 6.88"" (8GB RAM+256GB Storage) (Dual Sim) 5160mAh AIR 10   black","KSh 1,050","KSh 10,800",2 out of 5
OPPO Refurbished A83 4GB + 32GB Smartphone - 4G LTE Dual Card 5.7-inch Display - Face Unlock（Blue）,"KSh 14,799","KSh 40,000",2 out of 5
"XIAOMI Redmi 14C, 6.88"" 256GB Storage+8GB RAM Upto 16GB RAM 50MP Camera (Dual Sim) 5160mAh-Midnight Black","KSh 15,800","KSh 9,000",3 out of 5
"Realme Note 50 6.74"" 256GB ROM+ 4GB (Expandable To 8GB RAM) 5000mAh (Dual Sim) +SW F9","KSh 85,000","KSh 5,900",3.7 out of 5
"Itel A06, 6.6"" HD+, 32GB ROM + 4GB (2+2GB) RAM, 4000mAh, Gold","KSh 14,250","KSh 32,999",3.8 out of 5
"Realme Note 50 6.74"" 128GB ROM+Up to 8GB RAM 5000mAH 13MP Al Camera (Dual sim)-Midnight Black","KSh 28,000","KSh 25,000",3.9 out of 5
Realme NOTE 50 6.74 INCHES DISPLAY 3GB RAM+64 GB ROM DUAL SIM 5000 MAH+ PB I12 SW,"KSh 14,199","KSh 14,999",4.6 out of 5
"Itel RS4 6.56"" 8GB RAM +256 GB, 5000 mAh, DUAL SIM, 4G - Elegant Beige (1YR WRTY)","KSh 21,199","KSh 3,000",4 out of 5
"Vivo Y27s - 6.56'', 8GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Burgundy Black (2YRs WRTY)","KSh 1,940","KSh 12,800",4 out of 5
"Oppo A3x 6.67 inches,  128GB ROM + 4GB RAM, Battery: 5100mAh (Dual SIM) 50MP - Ocean Blue","KSh 599 - KSh 1,799","KSh 20,000",3 out of 5
Apple iPhone 16 Pro Max (256 GB) - Desert Titanium,"KSh 39,499","KSh 20,999",3.8 out of 5
"Tecno CAMON 20 Pro, 6.67"" 256GB + 8GB 64MP (Dual SIM), 5000mAh  + Smart Watch & Buds","KSh 12,790","KSh 24,000",3 out of 5
"Apple iPhone 15 Pro Max, 6.7"", 256GB + 8GB RAM (Single SIM), 4441mAh, Black","KSh 1,199","KSh 2,500",4.6 out of 5
"XIAOMI REDMI NOTE 13 PRO,6.67 -INCHES,120HZ,8GB RAM/256GB ROM,200MP CAMERA,DUAL SIM,5100MAH,","KSh 15,699","KSh 45,000",5 out of 5
"XIAOMI Redmi Note 13 Pro, 6.67""DISPLAY, 256GB RAM + 8GB RAM, 200MP Camer- (Dual SIM), 5100mAh- GREEN","KSh 17,600","KSh 20,000",5 out of 5
"AGM M8 FLIP, 2.8"", 4G Rugged Flip Phone, LED Torch, Dual SIM","KSh 13,199","KSh 24,999",4.2 out of 5
"Realme C51 6.74''  Display, 4GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh - Green + Free Gifts","KSh 1,520","KSh 30,000",2 out of 5
XIAOMI  Redmi Note 13 6.67'' 8GB 256GB ROM Android 13 +SW F9,"KSh 69,990","KSh 13,999",4.6 out of 5
Oppo Refurbished A83 3GB+ 32GB Smartphone - 4G LTE Dual Card 5.7-inch Display - Face Unlock（Black）,"KSh 4,929","KSh 39,999",3.7 out of 5
"Tecno CAMON 20 Pro, 6.67"" 256GB ROM+8GB RAM (Dual SIM) 4G, 5000mAh,+SMARTNETS5","KSh 15,990","KSh 23,000",5 out of 5
"VILLAON V20SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim DFG","KSh 7,399","KSh 14,499",4.5 out of 5
"Nokia 5310 2.4inch,1200mAh,Dual Sim-Black","KSh 35,999 - KSh 39,999","KSh 50,000",4.8 out of 5
"Huawei P30 Lite - 6.15"" - 6GB + 128GB - 48MP Triple Camera - (Dual SIM) - Black","KSh 1,189","KSh 48,999",5 out of 5
XIAOMI Redmi 14C 6.88'' 4GB 128GB Android 14 Dual SIM FGF1,"KSh 39,900","KSh 12,773",2 out of 5
"Realme C-21Y, 6.5"", 4GB+64GB, 13 MP, 5000mAh, 4G LTE, Dual SIM – Cross Black","KSh 13,690","KSh 48,999",3.5 out of 5
Tecno T402 - 3 SIM Cards - --Wireless FM Radio - Black featured phone,"KSh 4,610 - KSh 4,944","KSh 25,999",5 out of 5
Oppo Refurbished A83 4GB+ 64GB Smartphone - 4G LTE 5.7-inch Display,"KSh 13,999","KSh 37,000",5 out of 5
"Itel A70, 6.6"", 256GB + 8GB RAM (Dual SIM), 5000mAh RFV","KSh 7,753","KSh 10,800",5 out of 5
"Realme Note 50 6.74"" 128GB ROM+ 4GB (Expandable to 8GB RAM) 5000mAh (Dual sim) COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU","KSh 2,990","KSh 40,000",4.7 out of 5
"Samsung Galaxy A14,screen  6.6"" (128GB + 4GB),50MP,pods & Smart Watch","KSh 5,599","KSh 9,000",4 out of 5
"Vonex X10 Camera, FM Radio, Dual Sim, Battery 2500mAH With Torch & Facebook","KSh 11,999","KSh 5,900",5 out of 5
"Tecno  Camon 30S Pro""78-inch AMOLED:(8+8)16GB RAM+256GB ROM'Battery: 5,000mAh LKH","KSh 1,500","KSh 32,999",4 out of 5
Realme NOTE 50 6.74 INCHES DISPLAY 3GB RAM+64 GB ROM DUAL SIM 5000 MAH+SW SP WW,"KSh 6,499","KSh 25,000",4 out of 5
"XIAOMI Redmi A3 Pro Blue, 6.88"" Android 14, 4G (128GB ROM + 4GB RAM) Dual Sim, 50MP, 5160MAh, Mediatek + Watch & Powerbank","KSh 25,999","KSh 14,999",5 out of 5
"XIAOMI REDMI NOTE 13,6GB RAM & 128GB ROM,5000MAH,6.67""SPLY""","KSh 4,730","KSh 3,000",4.6 out of 5
"Infinix Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired - SLEEK BLACK","KSh 25,999","KSh 12,800",5 out of 5
"Samsung Galaxy A35 5G, 6.6"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Awesome Black","KSh 1,499","KSh 20,000",4 out of 5
"Samsung GALAXY A05,6.7"" INCHES DISPLAY,4GB RAM/128GB ROM,5000MAH,50MP CAMERA,DUAL SIM,+WATCH","KSh 14,250","KSh 37,755",5 out of 5
"Tecno Spark 30c, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5000 mAh - Orbit Black","KSh 10,999","KSh 20,999",4 out of 5
"XIAOMI REDMI NOTE 13 PRO,6.67 -INCHES,120HZ,8GB RAM/256GB ROM,200MP CAMERA,DUAL SIM,5100MAH,","KSh 16,699","KSh 24,000",4.5 out of 5
Smart Phone Real 4G S24 Ultra Built-in Pen 7.3-Inch Large Screen Android 8.1 3 64,"KSh 39,899","KSh 2,500",1 out of 5
"XIAOMI Redmi Note 13 Pro, 6.67""DISPLAY, 256GB RAM + 8GB RAM, 200MP Camer- (Dual SIM), 5100mAh- GREEN","KSh 4,799","KSh 45,000",5 out of 5
"AGM M8 FLIP, 2.8"", 4G Rugged Flip Phone, LED Torch, Dual SIM","KSh 23,599","KSh 20,000",4 out of 5
"Samsung Galaxy S20 5G 6.2"" ROM 128GB 64MP Single SIM Android","KSh 13,199","KSh 24,999",3 out of 5
"Realme C51 6.74''  Display, 4GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh - Green + Free Gifts","KSh 16,999","KSh 30,000",4.1 out of 5
XIAOMI  Redmi Note 13 6.67'' 8GB 256GB ROM Android 13 +SW F9,"KSh 7,189","KSh 13,999",3.8 out of 5
Oppo Refurbished A83 3GB+ 32GB Smartphone - 4G LTE Dual Card 5.7-inch Display - Face Unlock（Black）,"KSh 16,299","KSh 39,999",3.7 out of 5
"Tecno CAMON 20 Pro, 6.67"" 256GB ROM+8GB RAM (Dual SIM) 4G, 5000mAh,+SMARTNETS5","KSh 13,299","KSh 23,000",5 out of 5
"VILLAON V20SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim DFG","KSh 7,890","KSh 14,499",5 out of 5
"Nokia 5310 2.4inch,1200mAh,Dual Sim-Black","KSh 11,490","KSh 19,000",4.7 out of 5
"Huawei P30 Lite - 6.15"" - 6GB + 128GB - 48MP Triple Camera - (Dual SIM) - Black","KSh 10,999","KSh 50,000",5 out of 5
XIAOMI Redmi 14C 6.88'' 4GB 128GB Android 14 Dual SIM FGF1,"KSh 21,060","KSh 62,000",5 out of 5
"Realme C-21Y, 6.5"", 4GB+64GB, 13 MP, 5000mAh, 4G LTE, Dual SIM – Cross Black","KSh 19,999","KSh 30,000",4.5 out of 5
Tecno T402 - 3 SIM Cards - --Wireless FM Radio - Black featured phone,"KSh 17,799","KSh 40,000",4 out of 5
Oppo Refurbished A83 4GB+ 64GB Smartphone - 4G LTE 5.7-inch Display,"KSh 189,000","KSh 8,000",1 out of 5
"Itel A70, 6.6"", 256GB + 8GB RAM (Dual SIM), 5000mAh RFV","KSh 23,890","KSh 19,500",1 out of 5
"Huawei P30 Pro 8GB RAM 128GB Storage 6.47"" OLED Kirin 980 CPU 40MP+20MP+32MP Camera Dual SIM Smart Phones","KSh 167,500","KSh 20,000",5 out of 5
"Realme Note 50 6.74"" 128GB ROM+ 4GB (Expandable to 8GB RAM) 5000mAh (Dual sim) COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU","KSh 28,900","KSh 19,999",5 out of 5
"Samsung Galaxy A14,screen  6.6"" (128GB + 4GB),50MP,pods & Smart Watch","KSh 29,799","KSh 25,000",5 out of 5
"Vonex X10 Camera, FM Radio, Dual Sim, Battery 2500mAH With Torch & Facebook","KSh 7,798","KSh 9,000",3 out of 5
"Tecno  Camon 30S Pro""78-inch AMOLED:(8+8)16GB RAM+256GB ROM'Battery: 5,000mAh LKH","KSh 13,999","KSh 7,000",5 out of 5
Realme NOTE 50 6.74 INCHES DISPLAY 3GB RAM+64 GB ROM DUAL SIM 5000 MAH+SW SP WW,"KSh 23,399","KSh 29,999",3 out of 5
"XIAOMI Redmi A3 Pro Blue, 6.88"" Android 14, 4G (128GB ROM + 4GB RAM) Dual Sim, 50MP, 5160MAh, Mediatek + Watch & Powerbank","KSh 6,188","KSh 39,999",4 out of 5
"XIAOMI REDMI NOTE 13,6GB RAM & 128GB ROM,5000MAH,6.67""SPLY""","KSh 24,600","KSh 190,000",4.8 out of 5
"Infinix Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired - SLEEK BLACK","KSh 5,199","KSh 76,000",5 out of 5
"Samsung Galaxy A35 5G, 6.6"", 128GB + 6GB RAM (Dual SIM), 5000mAh, Awesome Black","KSh 3,500","KSh 30,000",4 out of 5
"Samsung GALAXY A05,6.7"" INCHES DISPLAY,4GB RAM/128GB ROM,5000MAH,50MP CAMERA,DUAL SIM,+WATCH","KSh 17,499","KSh 20,000",4 out of 5
"Tecno Spark 30c, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5000 mAh - Orbit Black","KSh 13,199","KSh 19,999",4 out of 5
"Realme NOTE 50,6.74"" IPS LCD DISPLAY,90HZ,(4GB RAM+128GB ROM)13MP,5000MAH,ANDROID 13,SPLY""","KSh 11,999","KSh 9,000",4.7 out of 5
"Samsung  A25 5G, 6.5'' 6GB RAM + 128GB ROM, 50MP (Dual Sim BVF","KSh 2,300","KSh 40,000",4 out of 5
"Samsung Galaxy S20 Plus 6.7"" 5G 128GB S20+ Single SIM - Grey Smartphone","KSh 7,876","KSh 3,499",5 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM,, CLY","KSh 13,298","KSh 89,990",5 out of 5
"Infinix Hot 50 Pro Plus' 6.78 Inches""(8+8)16GB RAM+256GB ROM' 5,000 MAh"" Dual SIM JJJ","KSh 12,699","KSh 69,999",5 out of 5
"Oale The New arrival Ip15plus,6.52 Inches screen size 32GB+3GB RAM Fingerprint Unlock, dual sim Type C BATTERY 4050MAH","KSh 17,550","KSh 22,000",1 out of 5
"Samsung GALAXY A15, 6.5'' HD+, 128GB ROM+4GB RAM, DUAL SIM, 50MP, 5000mAh - Blue Black","KSh 1,549","KSh 20,000",5 out of 5
"Realme NOTE 50 6.74 display,4GB RAM +128GB ROM DUAL SIM 5000 MAH +SPEAKER WATCH","KSh 32,270","KSh 128,000",3.2 out of 5
"Tecno Spark 30c, 6.67'' HD+, 128GB ROM + (4+4)GB RAM (Dual Sim) 50MP, 5000 mAh - Orbit Black + Smart watch+pods","KSh 10,999","KSh 29,995",4.7 out of 5
"Nokia C32 4/64GB Memory, 50MP Camera, 5000mAH Battery+AWESOME GIFTS","KSh 13,199","KSh 20,999",3 out of 5
"VILLAON V20SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim RTF","KSh 18,900","KSh 2,999",5 out of 5
"VILLAON V20 SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim - (SW,pod)","KSh 13,150","KSh 35,999",4.3 out of 5
"Samsung Galaxy A15, 6.5'' HD+, 4GB RAM + 128GB ROM  (Dual Sim) 50MP,  5000mAh - Black + Free gifts","KSh 37,999","KSh 15,999",5 out of 5
"Tecno Spark 20 Pro Plus, 6.78"" AMOLED, 256GB + 8GB RAM (8GB RAM Extended) 108MP, 5000mAh Dual Sim + FREEBIES","KSh 15,599","KSh 12,500",3.7 out of 5
Apple iPhone 16 Pro Max (256 GB) - Desert Titanium,"KSh 14,299","KSh 15,000",3.3 out of 5
Samsung Galaxy S20 Plus 128GB 12GB RAM 5G S20+ Single SIM - Black,"KSh 28,900","KSh 9,000",5 out of 5
Samsung Galaxy A51 5G 128GB HDD- 6GB RAM - Prism Cube Pink,"KSh 13,350","KSh 2,900",5 out of 5
"Infinix Smart 8 6.6"" HD, Up to 8GB RAM + 128GB ROM, Android 13 (Dual sim) 5000mAh - Green + Free Gifts w26","KSh 29,799","KSh 3,999",5 out of 5
"XIAOMI Redmi 14C, 6.88"" (4GB RAM+128GB Storage) (Dual Sim) 5160mAh - GREEN EJK","KSh 7,798","KSh 18,000",4 out of 5
Smart Phone S24 Ultra6.8 Inch 16 1TB All-in-One Machine,"KSh 28,999","KSh 19,999",3.7 out of 5
"VILLAON V20SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim DFG","KSh 13,999","KSh 16,999",5 out of 5
"Tecno  Camon 30, 6.78"" Display, 256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh+SP WW2","KSh 23,399","KSh 19,999",3 out of 5
"Nokia 5310 2.4inch,1200mAh,Dual Sim-White","KSh 6,188","KSh 25,008",4.3 out of 5
"Samsung SM-B310 (DUOS), 2"" Display,FM DUAL-SIM)","KSh 24,600","KSh 69,999",5 out of 5
"Samsung Galaxy S22 Ultra 6.8"" 5G 128GB Smartphones - Burgundy","KSh 5,199","KSh 29,999",3.7 out of 5
"Tecno Camon 30 Pro 5G, 6.78"" AMOLED Display,  512GB ROM + 12GB RAM (Dual SIM) 5000mAh - Black","KSh 3,500","KSh 20,000",4 out of 5
"Samsung Galaxy A14, 6.6""PLS LCD DISPLAY(128GB + 4GB),50MP,(Dual SIM)ANDROID 13,GREEN","KSh 17,499","KSh 20,000",2.5 out of 5
"Itel A80,IPS LCD DISPLAY.,6.7"" INCHES,UPTO 8GB RAM & 128GB ROM,DUAL SIM,5000MAH,FREE WATCH & POWERBANK","KSh 13,199","KSh 24,999",4 out of 5
Samsung  Galaxy S23 Ultra 8/256GB,"KSh 11,999","KSh 30,000",4.2 out of 5
"Tecno SPARK 20C,SCREEN SIZE 6.6""256GB Storage & UPTO 12GB RAM+EARBUDS+POWERBANK","KSh 2,300","KSh 22,000",4.7 out of 5
"Realme Note 50 6.74"" 128GB ROM+ 4GB (Expandable to 8GB RAM) 5000mAh (Dual sim) COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU","KSh 7,876","KSh 15,000",4.6 out of 5
Samsung DUOS(Dual Sim)Best Quality,"KSh 13,298","KSh 25,000",5 out of 5
"Tecno Camon 30S PRO, 6.78"",50MP- 256GB + 8GB RAM (+8GB Extended), Dual SIM, 5000mAh, 4G,-GREY","KSh 25,215","KSh 18,000",5 out of 5
"XIAOMI  Redmi A3, 6.71"" Display 4GB + 128GB 5000mAh (Dual SIM) - Black","KSh 12,699","KSh 10,500",4 out of 5
"Samsung Galaxy A04e, 6.5"", 32GB + 3GB (Dual SIM), 13MP,","KSh 17,550","KSh 25,000",5 out of 5
"Realme Note 50 4GB RAM + 128GB, 6.74'' Inch, 5000mAh- Midnight Black","KSh 1,549","KSh 45,999",5 out of 5
"VILLAON V20SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim RTF","KSh 32,270","KSh 20,000",4.2 out of 5
"Bontel Honey 1.54""// Flip Phone//free Gift","KSh 10,999","KSh 24,995",2 out of 5
"Samsung SM-B310, 2.0inch, 800mAh, Dual Sim-Black","KSh 13,199","KSh 60,000",5 out of 5
"Tecno  POP 9, 6.67"", 128GB Storage+ 6GB RAM(3GB+3GB Extended RAM), 13MP, 4.5G (Dual SIM) 5000MAh TTT","KSh 18,900","KSh 20,000",3.9 out of 5
"Tecno Spark 30c, 6.67'' HD+, 128GB ROM + (4+4)GB RAM (Dual Sim) 50MP, 5000 mAh - Orbit Black + Smart watch+pods","KSh 13,150","KSh 15,999",4 out of 5
Hw Refurbished Huawei P Smart+2019 6.2 Inches FHD+ 4GB + 128GB Blue,"KSh 37,999","KSh 30,000",4.5 out of 5
"XIAOMI Redmi 14C, 6.88"" (128GB Storage+4GB RAM) (Dual Sim) 5160mAh -  Sage Green","KSh 15,599","KSh 6,999",2 out of 5
"XIAOMI  Redmi 14C, 6.88"" (4GB RAM+128GB Storage) (Dual Sim) 5160mAh - Starry Blue swima","KSh 14,299","KSh 15,500",4.4 out of 5
"Vivo V40- 6.78, 12GB + 256GB ROM -(Dual SIM) - 5500 MAh -White  -(2YRs WRTY)","KSh 11,490","KSh 13,999",3.8 out of 5
