microwaves_name,microwaves_reviews,microwaves_price
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Mika Microwave Output 700W Capacity 20 Litres Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle Color Silve,(0),"KSh 14,000"
Lyons 20L Microwave Oven 30 Mins Timer Defrost Settings amp Mechanical Control,(0),"KSh 15,222"
Hisense H20MOBS11 20L Digital Microwave Oven,(0),"KSh 12,999"
Nunix Digital Microwave Oven 20L GRILLThis white microwave includes a removable glass turntableNUNIX sets out to create space saving great looking microwaves,(0),"KSh 12,560"
Nunix Top digital microwave oven grill function extra large capacity 20l,(0),"KSh 11,077"
Premier 20ltrs Digital Microwave,(0),"KSh 14,000"
AFFORDABLE Nunix Digital Microwave Oven 20L GRILLQuickly easily prepare snacks or meals Nunix C20PG1 Countertop Microwave microwave 800 watts of power,(0),"KSh 13,699"
Microwave oven premier 20 ltrs manual,(0),"KSh 9,500"
Sterling digital microwave,(0),"KSh 10,877"
Premier microwave digital 20ltrs,(0),"KSh 12,877"
Nunix 20L Microwave Oven,(0),"KSh 9,179"
Microwave digital grill oven20ltrs,(0),"KSh 10,789"
Roch 20 litres digital microwave,(0),"KSh 10,769"
Digital microwave oven 20 ltr,(0),"KSh 10,500"
Manual microwave 20 ltrs sterling,(0),"KSh 9,900"
Digital microwave oven 20 ltrs,(0),"KSh 12,567"
Digital microwave oven 20 ltrs premier,(0),"KSh 12,876"
Microwave manual White 20 ltrs,(0),"KSh 10,988"
Roch Digital 20ltrs Microwave,(0),"KSh 9,599"
Premier Digital Microwave Grill,(0),"KSh 12,999"
Von VAMG20DGB 20L Microwave Oven Grill,(0),"KSh 13,999"
Premier microwave digital,(0),"KSh 12,345"
Sterling digital microwave,(0),"KSh 9,876"
Hisense 20L Digital Microwave Oven 20 Liters Microwave,(0),"KSh 16,350"
Nunix Microwave Oven 20L GRILL,(0),"KSh 12,259"
Sterling Digital Microwave Oven 20LRated input for microwave 1250W Rated output for microwave700W 20L Capacity Easytoclean grey cavity interior Voltage 230V 50Hz microwave frequency 245 M,(0),"KSh 11,850"
RAMTONS 20L 700W DIGITAL MICROWAVE,(0),"KSh 12,499"
Hanmac 20L digital microwave 3 years warranty,(0),"KSh 12,279"
VON HMG210DSVMG20DGS DIGITAL MICROWAVE GRILL 20L MIRSILV,(0),"KSh 14,999"
Roch RMW20PX9B B Microwave Oven 700W 20L,(0),"KSh 10,499"
Roch Microwave Oven 700W 20L RMW20PX7P,(0),"KSh 10,399"
Roch RMW20PX9B B Microwave Oven 700W 20L,(0),"KSh 9,999"
Premier 20L Digital Microwave Grill,(0),"KSh 13,300"
Roch RMW20PX9B B Microwave Oven 700W 20L,(0),"KSh 9,999"
Mika Manual Microwave 20 litres BlackOutput 700W Capacity 20 Litres Color Black Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Doo,(0),"KSh 10,888"
PROMOTION Nunix Digital Microwave Oven 20L GRILL,(0),"KSh 14,199"
Hanmac 20L manual microwave 3 years warranty,(0),"KSh 10,029"
20 litres microwave oven use it to cook deforest warm,(0),"KSh 11,160"
Hisense 20L Digital Microwave Oven 20 Liters Microwave,(0),"KSh 12,999"
Roch Digital Mirowave20 Liters capacity 11 Microwave power levels Defrost function Cooking End Signal 650700W microwave power 99minutes 99 seconds timer WHATS IN BOX Roch Digital Microwave,(0),"KSh 9,795"
Hisense Digital Microwave Oven 20L,(0),"KSh 12,999"
Hisense Microwave Oven 20L,(0),"KSh 12,999"
Ramtons RM458 Digital Glass Microwave,(0),"KSh 12,500"
Roch 20Ltrs Digital Microwave Oven High Microwaves Warranty RMW20PX7HB 35 minutes timer means maximum time to set is 35 minutes Glass door its mainly used for viewing f,(0),"KSh 9,990"
Von VAMS21DGK Digital Microwave Oven Solo 20L Black,(0),"KSh 12,990"
LG smart inverter NeoChef Grill Microwave Oven Smart Diagnosis even heating EasyClean Smart Inverter,(0),"KSh 38,099"
VON Microwave Oven Solo 20L Mechanical VAMS20MGW WhiteMechanical control 6 power levels Glass front panel Grey interior cavity Normal cooking programs power time setting 700W,(0),"KSh 12,560"
Nunix 20l Analog microwave,(0),"KSh 8,999"
HISENSE DIGITAL 23 LITRES MICROWAVE,(0),"KSh 14,999"
Roch digital microwave 20L RMW20PX7PBB,(0),"KSh 10,500"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
Nunix 20L Digital Microwave Grill,(0),"KSh 10,125"
Roch Manual Microwave Oven 700W 20L RMW20L8MB KNOB TURNERDont waste a lot of time trying to light stove to warm food to steaming hot Get yourself a lifesaving timesaving applia,(0),"KSh 11,299"
Syinix Microwave Manual Oven 20L,(0),"KSh 8,999"
ICONA 20 Ltrs Digital Microwave OvenCapacity 20 Ltrs Defrost Setting 99 Minutes Timer 5 Power Level Easy To Clean Elegant Design Cooking End Signal,(0),"KSh 13,499"
Roch Manual Microwave Oven 700W 20L RMW20L8MB B,(0),"KSh 9,299"
Roch Manual Microwave Oven 700W 20L RMW20L8MB B,(0),"KSh 9,499"
Roch 20Ltrs Digital MiCook end signal is a signal to let you know that food is ready or time you had set is over Rotary gcrowave Oven High Microwaves Warranty RMW20PX7HB,(0),"KSh 9,999"
Ramtons RM320 Digital Microwave 20L Capacity 20 Liters Microwave power output 700W 11 microwave power levels 99 minutes digital timer Defrost by weighttime Speedy cooking Cooking end signal 6,(0),"KSh 15,000"
Nunix microwave digital grill 20 ltrs,(0),"KSh 15,200"
AILYONS 20 Litres Microwave Oven Grill Defrost Function,(0),"KSh 9,000"
OFER LG NeoChef Microwave Oven Smart Inverter Microwave Easy Clean Microwave,(0),"KSh 27,699"
Nunix 20L Microwave Oven,(0),"KSh 10,499"
20L Nunix microwave,(0),"KSh 10,532"
Von Analog Microwave 20Litres,(0),"KSh 13,726"
ROCH Digital Microwave35 minutes timer means maximum time to set is 35 minutes Glass door its mainly used for viewing food inside microwave if its ready Defrost setting Cook end si,(0),"KSh 10,755"
Icona London 20L DIGITAL MICROWAVE,(0),"KSh 9,999"
Roch Manual Microwave Oven 700W 20L RMW20L8MB B20L manual microwave oven 700W output power 9999 cooking timer 10 microwave power levels Turntable glass tray 245mm,(0),"KSh 10,999"
Hisense Digital Microwave Oven 20LTR Push Button Door Open 700W,(0),"KSh 12,999"
Nunix Microwave Oven 20L GRILL,(0),"KSh 17,999"
Roch 20 Liters Digital Microwave,(0),"KSh 10,800"
Hisense H20MOMS11 20L Microwave Oven Silver,(0),"KSh 12,999"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 12,999"
Hisense digital microwave oven,(0),"KSh 12,999"
Hisense H20MOWS10 20L Microwave Oven 700w,(0),"KSh 10,999"
Roch RMW20PX9B B Microwave Oven 700W 20L,(0),"KSh 9,999"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
Hisense H20MOWS10 20L Microwave Oven 700w,(0),"KSh 12,999"
Hisense Digital Microwave Oven 20LTR Push Button Door Open 700W,(0),"KSh 12,999"
Ramtons RM672 20LT Manual Microwave,(0),"KSh 12,999"
Hisense digital microwave oven,(0),"KSh 12,999"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 9,499"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 12,999"
Nunix Microwave Oven,(0),"KSh 11,550"
Roch RMW20PX9B B Microwave Oven 700W 20L,(0),"KSh 9,999"
Hisense H20MOWS10 20L Microwave Oven 700w Black White,(0),"KSh 12,999"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 12,999"
Hisense digital microwave oven 20L,(0),"KSh 12,999"
Hisense Digital Microwave Oven 20LTR Push Button Door Open 700W,(0),"KSh 12,999"
Nunix 20L Digital Microwave Oven Grill C20PG White,(0),"KSh 12,200"
Nunix 20L Electric Microwave C20MX,(0),"KSh 11,000"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 11,100"
Ramtons RM458 Digital Glass Microwave 700W 20L,(0),"KSh 13,999"
Ramtons RM459 20L Manual Glass Microwave,(0),"KSh 12,999"
Roch RMW20PX9B B Microwave Oven 700W 20L,(0),"KSh 10,499"
Ramtons RM672 20LT Manual Microwave,(0),"KSh 12,999"
Nunix Microwave Oven 20L,(0),"KSh 9,999"
Haier HMW28DBM Digital Microwave Oven 20L,(0),"KSh 17,999"
Haier HMW20MB Analog Microwave Oven 700W 20L,(0),"KSh 17,999"
Nunix 20L Electric Microwave Oven,(0),"KSh 9,990"
Nunix 20L Electric Microwave Oven,(0),"KSh 9,999"
Hisense H20MOMS11 20L Microwave,(0),"KSh 12,999"
Nunix Microwave Oven 20L GRILL,(0),"KSh 9,999"
Haier HMW20MB Analog Microwave Oven 700W 20L,(0),"KSh 10,999"
Roch RMW20PX7HBB Microwave Oven 700W 20L,(0),"KSh 10,499"
Haier HMW20MB Analog Microwave Oven 700W 20L,(0),"KSh 17,999"
Haier HMW28DBM Digital Microwave Oven 20L,(0),"KSh 17,999"
Roch RMW20PX7HBB Microwave Oven 700W 20L,(0),"KSh 10,500"
Roch 20ltrs Digital Microwave,(0),"KSh 10,599"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 8,999"
Nunix 20L Digital Electric Microwave Oven Grill,(0),"KSh 12,121"
Nunix Digital Microwave Grill,(0),"KSh 12,000"
Mika MMWMSKH2011W Microwave 20L Manual White,(0),"KSh 11,950"
TORNADO TM25MS 25L MICROWAVE 900W SIL,(0),"KSh 14,000"
20L Hisense digital microwave oven,(0),"KSh 12,999"
Haier Microwave Oven 700W 20L Black L,(0),"KSh 12,790"
Roch digital microwave 20 litres,(0),"KSh 9,699"
Ramtons RM326 Digital Microwave Grill 25litres defrost Digital control panel knob,(0),"KSh 20,149"
Roch 20PX78L Microwave Oven 700W Black,(0),"KSh 9,599"
Mika Lee Microwave Oven 20L Digital Control Panel Silver,(0),"KSh 16,000"
Roch manual microwave Dont waste a lot of time trying to light stove to warm food to steaming hot Get yourself a lifesaving timesaving appliance to life much easier Here a,(0),"KSh 9,720"
AILYONS Microwave Oven 20L Black,(0),"KSh 13,999"
Roch 20ltrs Digital Microwave20 Liters capacity 11 Microwave power levels Defrost function Cooking End Signal 650700W microwave power 99minutes 99 seconds timer,(0),"KSh 13,600"
Nunix 20 LITRES MANUAL MICROWAVE,(0),"KSh 9,499"
Hisense digital microwave oven,(0),"KSh 12,999"
Nunix microwave 20L microwave appliance,(0),"KSh 12,000"
nunix manual microwave 20litres c20mx is designed to be powerful in order to serve you better meals Whether you are defrosting items its powerful enough to handle task,(0),"KSh 9,720"
Roch digital microwave 20L RMW20PX7PBB,(0),"KSh 10,499"
Roch 20 litres digital microwave 20 Liters capacity 11 Microwave power levels Defrost function Cooking End Signa,(0),"KSh 9,855"
Premier 20L Luxurious Digital Microwave Grill,(0),"KSh 11,389"
GENERATION Roch 20ltrs Microwave,(0),"KSh 9,999"
microwave steam cleaner,(0),KSh 999
MIKA Microwave Oven 20L Grill Digital Control Panel Mirror Finish,(0),"KSh 13,790"
20 litres Ramtoms microwaveRM 237Digital functions,(0),"KSh 12,888"
20 litres Ramtoms microwaveRM 237Digital functions,(0),"KSh 12,598"
Digital Ramtoms microwave RM320,(0),"KSh 12,600"
20 litres microwave oven use it to cook deforest warm,(0),"KSh 10,951"
Premier Multi Purpose Microwave Oven 20 Litres its affordable energyefficient home appliances,(0),"KSh 12,545"
ICONA 20 Ltrs Digital Microwave Oven,(0),"KSh 10,700"
20 Litres Hisense digital microwave grill,(0),"KSh 13,524"
AILYONS Digital Microwave Oven Grill 20L,(0),"KSh 19,918"
Nunix 20 LITRES MANUAL MICROWAVE,(0),"KSh 9,999"
Icona 20ltrs Analog Microwave 5 Power Level,(0),"KSh 9,399"
VON Digital Microwave Oven VAMS20DGX Solo Grill 20LTR BLACK,(0),"KSh 18,333"
Roch L Microwave Oven 700W Black,(0),"KSh 11,599"
Roch L Microwave Oven Black,(0),"KSh 10,799"
Nunix 20L Microwave Oven,(0),"KSh 10,199"
Nunix 20L Microwave Oven,(0),"KSh 10,999"
Nunix Microwave Oven 20L GRILL,(0),"KSh 10,499"
Roch 20L Microwave Oven 700W Black,(0),"KSh 10,199"
Nunix Microwave Oven 20L GRILL,(0),"KSh 10,999"
Roch 20ltrs Digital Microwave,(0),"KSh 11,999"
Nunix 20L Microwave Oven,(0),"KSh 11,299"
Nunix 20L Microwave Oven,(0),"KSh 9,999"
Nunix Microwave Oven 20L,(0),"KSh 10,599"
ROCH 20L Microwave Oven,(0),"KSh 10,999"
ON 25L Rebune Microwave Easy Digital Control 25 Liters2 Years Warranty,(0),"KSh 11,999"
Nunix 20L Microwave Oven,(0),"KSh 8,999"
Nunix 20L Microwave Oven,(0),"KSh 10,999"
Affordable Roch Manual Microwave Oven 20L,(0),"KSh 9,699"
Synix 20L Manual microwave,(0),"KSh 10,399"
Nunix Digital microwave 20L,(0),"KSh 12,529"
Roch Digital microwaves Oven 20L,(0),"KSh 10,595"
Roch 20 Liters Digital Microwave,(0),"KSh 10,995"
Nunix Microwave Oven 20L C20MXX1,(0),"KSh 9,899"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 16,999"
20ltrs Nunix cm20mx microwave,(0),"KSh 9,899"
20ltrs Microwave Nunix C20Gp digital _grill,(0),"KSh 10,999"
20 liters premier microwave Grill,(0),"KSh 11,999"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 14,839"
Premier 20L Microwave Oven 20L Microwave Oven,(0),"KSh 23,000"
Roch 20ltrs Digital Microwave Ovens,(0),"KSh 11,099"
20 liters premier microwave Grill,(0),"KSh 11,999"
20ltrs Nunix cm20mx microwave,(0),"KSh 9,899"
Roch 20ltrs Digital Microwave Ovens,(0),"KSh 11,099"
20L Nunix microwave,(0),"KSh 10,649"
Nunix 20L Digital Microwave Oven Grill C20PG,(0),"KSh 11,192"
Mika manual Microwave White painted cavity 6 microwave power levels 35mins cooking timer Defrost function Door safety lock Cooking end signal,(0),"KSh 10,125"
Roch 20ltrs Digital Microwave appliances 35 minutes timer means maximum time to set is 35 minutes Glass door its mainly used for viewing food inside microwave if its ready,(0),"KSh 22,500"
Rebune Digital Microwave,(0),"KSh 14,999"
Roch Manual Microwave Oven 700W 20L Turntable glass tray 245mm Cooking end signal Defrost setting Push button Black housing grey cavity BS plug,(0),"KSh 9,720"
20 Ltrs Mika Microwave,(0),"KSh 10,900"
Roch digital microwave,(0),"KSh 11,999"
20LTRS Premier digital microwaves,(0),"KSh 11,999"
Nunix Microwave Oven 20L GRILL,(0),"KSh 12,999"
Synix 20l microwave oven,(0),"KSh 13,500"
MIKA MMWMSKH2014B Microwave Oven 20L Manual Solo Black,(0),"KSh 12,500"
Nunix 20L Digital Electric Microwave Oven GRILL,(0),"KSh 11,099"
Hisense 20L Microwave H20MOWS10,(0),"KSh 10,500"
Synix Syinix 20l microwave oven,(0),"KSh 10,600"
Ramtons Digital Microwave,(0),"KSh 15,999"
Nunix C20PG1 20ltrs Digital Microwave Oven Grill,(0),"KSh 9,299"
Nunix 20L Manual Setting Microwave OvenQuickly easily prepare snacks or meals Nunix C20MX Countertop Microwave,(0),"KSh 9,450"
IN TOWN VON HMG202DBVAMG20DGB Grill Microwave 20L Black Red Digital control panel Adjustable power levels 7 auto cook menus Jet defrost Variable power,(0),"KSh 15,600"
VON 20L DIGITAL MICROWAVE,(0),"KSh 14,399"
Original Ramtons Digital Microwave,(0),"KSh 14,839"
VON VAMS20MGX Microwave Oven Solo 20L Mechanical Black 20l 700Watts,(0),"KSh 22,999"
Hisense 20L Microwave Oven 20L Microwave Oven,(0),"KSh 23,999"
BEKO DIGITAL MICROWAVE BMO390 UK 800W SILVER 30L 1 YEAR WARRANTY,(0),"KSh 18,995"
ROCH DIGITAL MICROWAVE35 minutes timer means maximum time to set is 35 minutes Glass door its mainly used for viewing food inside microwave if its ready Defrost setting Cook end si,(0),"KSh 9,720"
Nunix 20L Digital Electric Microwave Oven GRILL,(0),"KSh 11,449"
Digital microwave grill Warms grills food fast Strong durable material,(0),"KSh 11,205"
Roch Digital Microwave 20ltrs11 Microwave power levels Defrost function Cooking End Signal 650700W microwave power 99minutes 99 seconds timer,(0),"KSh 10,588"
Roch 20 Liters Digital Microwave,(0),"KSh 9,399"
Roch 20 Liters Digital Microwave,(0),"KSh 8,999"
Nunix 20L Microwave Oven,(0),"KSh 9,000"
Manual microwave microwave has a large turntable did Enables you to load bigger food containers or more food,(0),"KSh 9,450"
Syinix 20l microwave oven Easyclean interior cavity Multifunction design Highly efficient magnetron safe,(0),"KSh 10,585"
Nunix C20MX 20L Manual Setting Microwave,(0),"KSh 8,740"
Nunix 20L Microwave Oven Grill,(0),"KSh 10,999"
Von VAMS20DGS Microwave Oven Solo 20L Silver,(0),"KSh 13,849"
Microwave oven,(0),"KSh 8,399"
Affordable Hisense H30MOMS9H Microwave 30litres Digital,(0),"KSh 24,299"
Roch Digital Microwave 20ltrs,(0),"KSh 11,450"
Original Ramtons Digital Microwave,(0),"KSh 14,839"
Original Ramtons Digital Microwave White,(0),"KSh 14,839"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 14,839"
Original Ramtons Digital Microwave,(0),"KSh 14,839"
Original Ramtons Digital Microwave,(0),"KSh 14,839"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 17,150"
Original Ramtons Digital Microwave,(0),"KSh 14,839"
20ltrs icona microwave digital,(0),"KSh 16,000"
20ltrs icona microwave digital,(0),"KSh 16,000"
Hisense H25MOBS7H 25L Microwave Oven,(0),"KSh 16,000"
Nunix 20L Electric Microwave Oven GRILL,(0),"KSh 12,609"
Nunix 20L Microwave Oven 800 watts of power 10 power levels 6 1touch cooking menus to help you prepare a wide range of foods efficiently Dining room appliances,(0),"KSh 11,155"
Icona 20ltrs Analog Microwave 5 Power Level,(0),"KSh 9,399"
Nunix 20L Microwave Digital,(0),"KSh 10,999"
NUNIX 20ltrs 800W Microwave Oven Digital Grill,(0),"KSh 10,999"
NUNIX Microwave Oven Digital Grill,(0),"KSh 10,999"
nunix manual microwave 20litres c20pgQuickly easily prepare snacks or meals Nunix C20PG Countertop Microwave microwave 800 watts of power,(0),"KSh 11,880"
nunix manual microwave 20litres c20pg1Nunix Digital Microwave Oven 20L GRILLQuickly easily prepare snacks or meals Nunix C20PG1 Countertop Microwave microwave 800 watts,(0),"KSh 11,070"
Roch Digital Microwave is a turntable where you place food to rotate it ensure food is heated evenly,(0),"KSh 9,500"
Nunix 20L Microwave Digital Black 20 L,(0),"KSh 20,999"
Affordable Nunix 20L Digital Electric Microwave Oven,(0),"KSh 24,999"
Ramtons 20Litres Digital Microwave RM 458 Silver Glass,(0),"KSh 16,999"
Official Store Ramtons RM310 MicrowaveGrill 20Litres appliances 11 microwave power levels 99min digital timer Express cooking Cooking end signal 6 auto menus Glass turntable Pull handle,(0),"KSh 30,599"
Nunix 20L Microwave Digital,(0),"KSh 10,999"
Ramtons RM328 20L Manual Microwave White 20l 700w,(0),"KSh 12,500"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 16,989"
Original Ramtons Digital Microwave,(0),"KSh 16,989"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 16,989"
20 ltrs 700W Ramtons Digital electric Microwave White,(0),"KSh 13,774"
Crazy 2023 Sterling Microwave Oven 20L Food Warming Microwaves SMWM20,(0),"KSh 10,864"
Premier Digital Microwave,(0),"KSh 12,000"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 16,989"
20 Litres Hisense digital microwave grill,(0),"KSh 13,386"
Original Ramtons Digital Microwave,(0),"KSh 16,989"
Crazy 2023 Sterling Microwave Oven 20L Food Warming Microwaves SMWM20,(0),"KSh 10,864"
20 litres Digital electric microwave grill,(0),"KSh 12,445"
20 ltrs 700W Ramtons Digital electric Microwave White,(0),"KSh 13,774"
Binatone 20 Liters Analogue Microwave,(0),"KSh 9,700"
20 Litres Unix Microwave,(0),"KSh 11,640"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 16,989"
Premier 20L Digital Multi Purpose Microwave Oven Grill Black 20L,(0),"KSh 9,500"
20 litres Analog Roch microwave oven,(0),"KSh 9,628"
20 litres Analog Roch microwave oven,(0),"KSh 9,538"
Affordable RAMTONS 20 LITERS DIGITAL MICROWAVE WHITE RM319,(0),"KSh 13,299"
Ramtons RM458 20L Digital Microwave,(0),"KSh 13,749"
HISENSE DIGITAL 23L MICROWAVE,(0),"KSh 14,499"
Ramtons RM589 23L Microwave Grill,(0),"KSh 17,699"
BEKO MICROWAVE BMO383 UK 20L SILVER 6 POWER LEVELS DIGITAL DISPLAY 700W MIRROR GLASS DOOR DIGITAL DISPLAY 1 YEAR WARRANTY,(0),"KSh 14,995"
Ramtons Digital microwave capacity 20 litres99 minutes digital timer defrost by weight timespeedy cookingcooking end signal6 Auto menusGlass turnable 1 Year warranty,(0),"KSh 15,999"
Premier Multi Purpose Microwave Oven 20 Litres,(0),"KSh 13,340"
Premier microwave 20ltrs has a Manual control Grill function Combination cooking Defrost setting Cooking end signal Button touch door Glass turntable,(0),"KSh 11,388"
Roch 20ltrs Digital Microwave,(0),"KSh 10,900"
Nunix Microwave Oven 20L,(0),"KSh 11,700"
20LTR Premier microwaves,(0),"KSh 12,299"
Roch 20ltrs Digital Microwave20 Liters capacity 11 Microwave power levels Defrost function Cooking End Signal 650700W microwave power 99minutes 99 seconds timer,(0),"KSh 13,600"
Mika Microwave,(0),"KSh 11,845"
Syinix Microwave Oven Digital MW102004D,(0),"KSh 13,999"
Digital microwave 20litres digital ROCH microwave,(0),"KSh 12,499"
Ramtons RM23820L Digital Microwave,(0),"KSh 14,620"
Black silver hisense Digital Microwave Hisense 20L Digital Microwave is a powerful versatile microwave oven that is perfect for any 11 power levels a microwave output pow,(0),"KSh 12,150"
Roch 20ltrs Digital Microwave accessory Defrost setting Cook end signal is a signal to let you know that food is ready or time you had set is over Rotary,(0),"KSh 21,899"
Ramtons Digital microwave capacity 20 litres99 minutes digital timer defrost by weight timespeedy cookingcooking end signal6 Auto menusGlass turnable 1 Year warranty,(0),"KSh 15,999"
Premier 20L Digital Multi Purpose Microwave Oven Grill,(0),"KSh 12,666"
Nunix 20L Digital Microwave Oven Grill C20PG White,(0),"KSh 12,499"
Ramtons Digital microwave capacity 20 litres99 minutes digital timer defrost by weight timespeedy cookingcooking end signal6 Auto menusGlass turnable 1 Year warranty,(0),"KSh 15,999"
Ramtons Digital microwave capacity 20 litres99 minutes digital timer defrost by weight timespeedy cookingcooking end signal6 Auto menusGlass turnable 1 Year warranty,(0),"KSh 15,999"
Nunix manual microwave 20 litres microwave,(0),"KSh 11,999"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 14,839"
Syinix Microwave Manual Oven 20L MW72003M,(0),"KSh 11,999"
AILYONS 20 Litres Microwave Oven Grill Defrost Function,(0),"KSh 9,000"
Hisense H20MOBS11 20L Digital Microwave Oven Black,(0),"KSh 11,200"
Nunix Digital Microwave Oven 20L GRILL,(0),"KSh 13,900"
AILYONS Microwave Easy Digital Control 20 Liters Grill Function,(0),"KSh 9,899"
AILYONS Microwave Easy Digital Control 20 Liters Grill Function,(0),"KSh 9,399"
Nunix 20L Digital Microwave Oven Grill 800 Watts 20 Litres Digital Control Grill,(0),"KSh 10,550"
Von VAMS20DGX Microwave Oven Solo 20l,(0),"KSh 14,399"
MICROWAVE 20L KNOBANALOG,(0),"KSh 10,999"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 14,000"
20 litre RAMTONS MICROWAVEGRILL RM210,(0),"KSh 18,540"
20 liters Analog Roch microwave oven,(0),"KSh 9,165"
20ltrs Nunix analog control microwave,(0),"KSh 10,347"
20ltrs Nunnix analog control microwave,(0),"KSh 10,377"
20ltrs Nunix analog control microwave,(0),"KSh 10,179"
AILYONS D70H20PSC 20L Electric MICROWAVE OVEN GRILL Microwave ovens White 5speed adjustment 20L 1200w free hand mixer,(0),"KSh 9,899"
Mika Microwave Voltage AC 230240V50Hz Manual Control 5 Power Level Defrost Function 35 Minutes Timer Durable Glass Door Handle,(0),"KSh 11,843"
20 litres Analog Roch microwave oven,(0),"KSh 9,628"
RAMTONS MICROWAVEGRILL 20LRM240,(0),"KSh 15,849"
Ramtons MANUAL Microwave Oven 20LTR RM459,(0),"KSh 13,749"
Roch 20Ltrs Digital Microwave Oven High Microwaves Warranty RMW20PX7PB Black 20Ltrs,(0),"KSh 10,000"
20 litres Roch electric microwave digital grill black,(0),"KSh 10,999"
Roch 20ltrs Digital Microwave,(0),"KSh 12,999"
20 litres Roch electric microwave digital grill black,(0),"KSh 10,560"
20 litres Roch electric microwave digital grill black,(0),"KSh 10,999"
Mika manual Microwave MIKA Manual Microwave Oven Solo 20L Black,(0),"KSh 10,125"
20 Litres Icona electric manual microwave,(0),"KSh 11,200"
20 Litres Electric microwave oven,(0),"KSh 13,990"
Roch RMW20PX7HB 20 litres DIGITAL MICROWAVE oven,(0),"KSh 9,670"
HISENSE DIGITAL 23 LITRES MICROWAVE,(0),"KSh 14,999"
NUNIX DIGITAL MICROWAVE 20 LITERS 800W White M,(0),"KSh 9,995"
Binatone microwave binatone 20litres microwave oven,(0),"KSh 10,999"
Nunix microwave 20L microwave appliance grill,(0),"KSh 12,500"
Nunix microwave 20L microwave appliance without grill,(0),"KSh 12,000"
Rebune Digital Microwave 25 Litres,(0),"KSh 15,450"
Nunix 20L Microwave Oven Grill,(0),"KSh 11,500"
Nunix 20L Microwave Oven,(0),"KSh 13,599"
Midea Microwave Oven Manual 20L 700W Black MMOMM7P012MZEBK,(0),"KSh 12,999"
Roch Digital Microwave 20ltrs,(0),"KSh 11,999"
Roch Digital Microwave 20ltrs,(0),"KSh 10,999"
Premier 20L Microwave Ovens,(0),"KSh 11,999"
Premier 20L Microwave Ovens,(0),"KSh 10,999"
20 Litres Multipurpose Premier microwave,(0),"KSh 10,999"
23Ltrs Digital Control Microwave Grill Function Express Cooking Defrost Setting,(0),"KSh 11,599"
20Ltrs Digital Control Microwave P70H20ELA5H 6 Microwave Power Levels,(0),"KSh 8,999"
20 litres Analog Roch microwave oven,(0),"KSh 9,628"
Nunix Microwave Oven 20L GRILL,(0),"KSh 12,578"
20L Nunix microwave,(0),"KSh 10,805"
microwave20 Litres manual Electric Nunix Microwave Oven GRIL,(0),"KSh 10,750"
20 litre RAMTONS DIGITAL MICROWAVE RM320 LED display touchpadClock display functionChild lock,(0),"KSh 15,450"
Mika Microwave,(0),"KSh 12,305"
Premier 20L Digital Multi Purpose Microwave Oven Grill Black 20L White 20 L,(0),"KSh 13,599"
AILYONS 20L Digital Control Microwave,(0),"KSh 8,999"
Mika manual Microwave Output 700W Capacity 20 Litres Color Black Voltage AC 230240V50Hz,(0),"KSh 10,125"
700w 20L Microwave OvenManual,(0),"KSh 9,100"
Microwave Oven 20L Nunix E20R Microwave Oven Black 20L,(0),"KSh 7,199"
MIKA MICROWAVE OVEN GRILL 20LTR 1000W Grill Silver,(0),"KSh 14,445"
Mika Microwave,(0),"KSh 11,843"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 14,839"
Roch Manual Microwave Oven 700W 20L,(0),"KSh 13,456"
Mika Digital Microwave Grill,(0),"KSh 18,000"
Mika manual Microwave Minutes Timer Durable Glass Door Handle,(0),"KSh 10,125"
Von Analog Microwave 20Litres,(0),"KSh 14,083"
Roch 20L Digital Microwave,(0),"KSh 12,000"
Syinix 20l microwave oven,(0),"KSh 10,585"
